area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_num,price_inr,price_per_sqft,is_ready
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1904,3.0,2.0,129.0,3,1904.0,12900000.0,6775.210084033613,1
Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1205,2.0,1.0,73.87,2,1205.0,7387000.0,6130.290456431535,0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1164,2.0,2.0,64.08,2,1164.0,6408000.0,5505.154639175258,1
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,Vaodak ,1410,2.0,2.0,73.0,2,1410.0,7300000.0,5177.304964539007,1
Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,1150,2.0,1.0,42.0,2,1150.0,4200000.0,3652.1739130434785,1
Super built-up  Area,18-Jul,Udayapur Village,2 BHK,Plowsri,1170,2.0,2.0,53.11,2,1170.0,5311000.0,4539.316239316239,0
Built-up  Area,Ready To Move,Hennur,2 BHK,,1420,2.0,1.0,62.0,2,1420.0,6200000.0,4366.197183098591,1
Super built-up  Area,Ready To Move,Panathur,2 BHK,,1125,2.0,2.0,45.0,2,1125.0,4500000.0,4000.0,1
Built-up  Area,Ready To Move,NRI Layout,3 BHK,Mancy R,1789,3.0,3.0,75.0,3,1789.0,7500000.0,4192.286193404137,1
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,NiarkHy,1021,2.0,1.0,76.0,2,1021.0,7600000.0,7443.682664054848,1
Super built-up  Area,18-May,Ananth Nagar,2 BHK,,1074,2.0,2.0,26.85,2,1074.0,2685000.0,2500.0,0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,NDfelip,1222,2.0,3.0,48.0,2,1222.0,4800000.0,3927.986906710311,1
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1981,3.0,1.0,134.0,3,1981.0,13400000.0,6764.260474507824,1
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1103,2.0,2.0,55.0,2,1103.0,5500000.0,4986.400725294651,1
Super built-up  Area,Ready To Move,Adugodi,2 BHK,Vencyha,1201,2.0,1.0,65.0,2,1201.0,6500000.0,5412.156536219817,1
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,970,2.0,1.0,36.0,2,970.0,3600000.0,3711.340206185567,1
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,920,2.0,2.0,33.0,2,920.0,3300000.0,3586.9565217391305,1
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1520,3.0,3.0,85.0,3,1520.0,8500000.0,5592.105263157895,1
Plot  Area,Ready To Move,Chikkathoguru,3 Bedroom,,675,3.0,2.0,75.0,3,675.0,7500000.0,11111.111111111111,1
Super built-up  Area,17-Nov,Sonnenahalli,3 BHK,Skacak ,1268,2.0,1.0,75.0,3,1268.0,7500000.0,5914.826498422713,0
Super built-up  Area,Ready To Move,Thippasandra,1 BHK,,660,1.0,0.0,30.0,1,660.0,3000000.0,4545.454545454545,1
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,115.0,3,1755.0,11500000.0,6552.706552706552,1
Super built-up  Area,Ready To Move,Hoskote,2 BHK,Deiveer,945,2.0,1.0,35.0,2,945.0,3500000.0,3703.703703703704,1
Carpet  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,33.0,1,500.0,3300000.0,6600.0,0
Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2650 - 2990,4.0,0.0,153.5,4,2820.0,15350000.0,5443.262411347518,1
Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1632,3.0,0.0,140.0,4,1632.0,14000000.0,8578.43137254902,1
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1167,2.0,2.0,37.5,2,1167.0,3750000.0,3213.367609254499,1
Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1276,2.0,2.0,80.0,2,1276.0,8000000.0,6269.592476489028,1
Built-up  Area,Ready To Move,Thanisandra,2 BHK,Tenetee,1234,2.0,2.0,51.0,2,1234.0,5100000.0,4132.90113452188,1
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1180,2.0,1.0,75.0,2,1180.0,7500000.0,6355.932203389831,1
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Oaines ,1370,2.0,2.0,87.0,3,1370.0,8700000.0,6350.36496350365,1
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,2,1015.0,2588000.0,2549.753694581281,0
Built-up  Area,Ready To Move,Electronic City,3 Bedroom,,1400,3.0,1.0,90.0,3,1400.0,9000000.0,6428.571428571428,1
Plot  Area,Ready To Move,Whitefield,5 Bedroom,,1500,6.0,3.0,155.0,5,1500.0,15500000.0,10333.333333333334,1
Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,,1050,2.0,0.0,40.0,2,1050.0,4000000.0,3809.5238095238096,1
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,46.0,2,1251.0,4600000.0,3677.0583533173462,0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1677,3.0,2.0,92.13,3,1677.0,9213000.0,5493.738819320215,1
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,67.38,2,1346.0,6738000.0,5005.94353640416,0
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,31.48,2,1090.0,3148000.0,2888.0733944954127,0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0,5,1200.0,24000000.0,20000.0,1
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290,2.0,3.0,51.1,3,1290.0,5110000.0,3961.2403100775196,1
Super built-up  Area,18-Jul,Rajaji Nagar,5 BHK,Phaku K,7514,7.0,2.0,1500.0,5,7514.0,150000000.0,19962.736225712004,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,1881,3.0,2.0,145.0,3,1881.0,14500000.0,7708.665603402445,1
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,2.0,52.0,2,1150.0,5200000.0,4521.739130434783,1
Built-up  Area,Ready To Move,Sarjapur,3 Bedroom,,2690,3.0,2.0,295.0,3,2690.0,29500000.0,10966.542750929368,1
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1200,2.0,2.0,42.0,3,1200.0,4200000.0,3500.0,1
Super built-up  Area,Ready To Move,Rajapura,2 BHK,,86.72Sq. Meter,2.0,2.0,40.0,2,933.4454079999999,4000000.0,4285.199718932036,1
Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,Soeurri,2735,4.0,2.0,340.0,3,2735.0,34000000.0,12431.44424131627,1
Built-up  Area,Ready To Move,Austin Town,2 BHK,,950,2.0,0.0,65.0,2,950.0,6500000.0,6842.105263157895,1
Built-up  Area,Ready To Move,Bommasandra Industrial Area,3 BHK,,1491,3.0,3.0,40.5,3,1491.0,4050000.0,2716.2977867203217,1
Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,Vaharvi,1050,2.0,1.0,51.66,2,1050.0,5166000.0,4920.0,0
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,131.0,3,1660.0,13100000.0,7891.566265060241,0
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,,1134,2.0,2.0,55.0,2,1134.0,5500000.0,4850.088183421517,1
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1100,2.0,1.0,60.0,2,1100.0,6000000.0,5454.545454545455,1
Plot  Area,Ready To Move,Magadi Road,4 Bedroom,,800,4.0,2.0,60.0,4,800.0,6000000.0,7500.0,1
Plot  Area,19-May,Anekal,2 Bedroom,,1200,2.0,1.0,36.1,2,1200.0,3610000.0,3008.3333333333335,0
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,1200,4.0,3.0,240.0,4,1200.0,24000000.0,20000.0,1
Plot  Area,Ready To Move,kg halli jalhalli west,3 Bedroom,,980,3.0,1.0,80.0,3,980.0,8000000.0,8163.265306122449,1
Super built-up  Area,Ready To Move,Vasatha Vallbha Nagar,2 BHK,,1080,2.0,1.0,37.8,2,1080.0,3779999.9999999995,3499.9999999999995,1
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Pu270a ,705,2.0,1.0,50.0,1,705.0,5000000.0,7092.198581560284,1
Super built-up  Area,Ready To Move,BAGUR ROAD,3 BHK,,1200,2.0,2.0,35.0,3,1200.0,3500000.0,2916.6666666666665,1
Super built-up  Area,Ready To Move,Anandapura,2 BHK,LoLeoen,1200,2.0,1.0,50.0,2,1200.0,5000000.0,4166.666666666667,1
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1804,3.0,2.0,127.0,3,1804.0,12700000.0,7039.911308203991,0
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,Dhave E,750,2.0,0.0,20.0,2,750.0,2000000.0,2666.6666666666665,1
Super built-up  Area,Ready To Move,Shanti Nagar,2 BHK,,420,1.0,1.0,25.0,2,420.0,2500000.0,5952.380952380952,1
Built-up  Area,Ready To Move,Malleshwaram,4 BHK,,2800,4.0,2.0,252.0,4,2800.0,25200000.0,9000.0,1
Super built-up  Area,18-May,Battarahalli,2 BHK,,1090,2.0,2.0,38.37,2,1090.0,3836999.9999999995,3520.1834862385317,0
Plot  Area,Ready To Move,R.T. Nagar,2 Bedroom,,1500,2.0,0.0,230.0,2,1500.0,23000000.0,15333.333333333334,1
Built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1287,3.0,1.0,55.0,3,1287.0,5500000.0,4273.504273504273,1
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,157.0,3,2215.0,15700000.0,7088.03611738149,1
Plot  Area,Ready To Move,Kadubeesanahalli,4 Bedroom,,2800,4.0,2.0,375.0,4,2800.0,37500000.0,13392.857142857143,1
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1045,2.0,2.0,42.15,2,1045.0,4215000.0,4033.492822966507,1
Super built-up  Area,19-Jul,Hormavu,2 BHK,,1263,2.0,1.0,47.36,2,1263.0,4736000.0,3749.802058590657,0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SLiand ,1431,3.0,2.0,85.0,3,1431.0,8500000.0,5939.902166317261,1
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,,999,2.0,2.0,32.9,2,999.0,3290000.0,3293.293293293293,1
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.5,3,1650.0,8550000.0,5181.818181818182,1
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,VRest N,1535,3.0,1.0,72.0,3,1535.0,7200000.0,4690.553745928339,1
Super built-up  Area,18-Apr,Marathahalli,4 BHK,Prionad,2524,5.0,2.0,180.0,4,2524.0,18000000.0,7131.537242472266,0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0,3,1300.0,6900000.0,5307.692307692308,0
Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,,600,3.0,2.0,125.0,3,600.0,12500000.0,20833.333333333332,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,2095,3.0,2.0,150.0,3,2095.0,15000000.0,7159.904534606205,1
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0,1,500.0,1400000.0,2800.0,0
Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,Mauil T,1265,2.0,2.0,68.0,2,1265.0,6800000.0,5375.494071146245,1
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1215,2.0,1.0,44.96,2,1215.0,4496000.0,3700.411522633745,1
Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,,2200,2.0,0.0,180.0,2,2200.0,18000000.0,8181.818181818182,1
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,1028,2.0,1.0,51.0,2,1028.0,5100000.0,4961.089494163424,1
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,2.0,2.0,92.0,3,1835.0,9200000.0,5013.623978201635,1
Super built-up  Area,Ready To Move,Munnekollal,3 BHK,,1800,3.0,3.0,65.0,3,1800.0,6500000.0,3611.1111111111113,1
Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,2077,3.0,3.0,175.0,3,2077.0,17500000.0,8425.613866153106,0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,2880,3.0,2.0,211.0,4,2880.0,21100000.0,7326.388888888889,1
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708,2.0,1.0,31.15,2,708.0,3115000.0,4399.717514124294,1
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1200,2.0,3.0,120.0,2,1200.0,12000000.0,10000.0,1
Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,,925,2.0,1.0,46.25,2,925.0,4625000.0,5000.0,1
Built-up  Area,18-Mar,Bannerghatta Road,3 Bedroom,,2826,3.0,1.0,148.0,3,2826.0,14800000.0,5237.0842179759375,0
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381 - 535,1.0,0.0,33.66,1,458.0,3365999.9999999995,7349.344978165938,0
Built-up  Area,Ready To Move,Annasandrapalya,4 Bedroom,,3500,4.0,0.0,150.0,4,3500.0,15000000.0,4285.714285714285,1
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,,5400,4.0,2.0,250.0,4,5400.0,25000000.0,4629.62962962963,1
Plot  Area,Ready To Move,9th Block Jayanagar,4 Bedroom,,1000,5.0,2.0,200.0,4,1000.0,20000000.0,20000.0,1
Built-up  Area,Ready To Move,Amruthahalli,3 BHK,Prentra,1450,2.0,1.0,90.0,3,1450.0,9000000.0,6206.896551724138,1
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,65.0,2,1100.0,6500000.0,5909.090909090909,1
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Saisei ,1185,2.0,3.0,55.0,2,1185.0,5500000.0,4641.350210970464,1
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,1900,4.0,2.0,80.0,4,1900.0,8000000.0,4210.526315789473,1
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,1.0,70.0,2,1200.0,7000000.0,5833.333333333333,1
Super built-up  Area,20-Apr,Shettigere,1 BHK,LendaVi,660,1.0,1.0,35.0,1,660.0,3500000.0,5303.030303030303,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1920,4.0,2.0,121.0,3,1920.0,12100000.0,6302.083333333333,1
Plot  Area,Ready To Move,Jalahalli,2 Bedroom,,1200,2.0,0.0,130.0,2,1200.0,13000000.0,10833.333333333334,1
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,AztheBr,3418,4.0,2.0,222.0,4,3418.0,22200000.0,6495.026331187829,1
Super built-up  Area,Ready To Move,1st Phase JP Nagar,4 BHK,,4550,2.0,1.0,240.0,4,4550.0,24000000.0,5274.725274725275,1
Super built-up  Area,18-Sep,Bhoganhalli,2 BHK,Rosha I,1205,2.0,1.0,68.32,2,1205.0,6831999.999999999,5669.709543568464,0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,46.0,2,1200.0,4600000.0,3833.3333333333335,1
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1421,2.0,2.0,73.0,3,1421.0,7300000.0,5137.227304714989,1
Super built-up  Area,18-Aug,6th Phase JP Nagar,3 BHK,,1250,3.0,3.0,48.9,3,1250.0,4890000.0,3912.0,0
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524,1.0,1.0,29.0,1,524.0,2900000.0,5534.3511450381675,0
Built-up  Area,Ready To Move,HSR Layout,5 Bedroom,,4200,5.0,2.0,245.0,5,4200.0,24500000.0,5833.333333333333,1
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,Asnts a,1540,3.0,2.0,90.0,3,1540.0,9000000.0,5844.1558441558445,1
Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.91,2,984.0,4591000.0,4665.650406504065,0
Super built-up  Area,20-Nov,Rachenahalli,2 BHK,AsNowre,985,2.0,1.0,50.17,2,985.0,5017000.0,5093.401015228426,0
Built-up  Area,18-Jun,Whitefield,4 BHK,,2830,4.0,3.0,161.0,4,2830.0,16100000.0,5689.04593639576,0
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,Mancyi ,1140,2.0,3.0,60.0,2,1140.0,6000000.0,5263.1578947368425,1
Built-up  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,,3600,5.0,3.0,130.0,5,3600.0,13000000.0,3611.1111111111113,1
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,44.42,3,1410.0,4442000.0,3150.354609929078,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1700,2.0,2.0,86.0,3,1700.0,8600000.0,5058.823529411765,1
Super built-up  Area,19-Dec,Devanahalli,2 BHK,Jurdsig,1230 - 1490,2.0,0.0,62.425,2,1360.0,6242500.0,4590.073529411765,0
Plot  Area,Ready To Move,Electronic City,4 Bedroom,Aroveth,1800,3.0,2.0,700.0,4,1800.0,70000000.0,38888.88888888889,1
Super built-up  Area,18-Apr,Dasarahalli,2 BHK,KSliaor,1333,2.0,1.0,86.65,2,1333.0,8665000.0,6500.375093773443,0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Goty  E,1258,2.0,1.0,85.5,2,1258.0,8550000.0,6796.502384737679,1
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1458,2.0,2.0,87.0,3,1458.0,8700000.0,5967.078189300411,1
Built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1386,2.0,1.0,85.0,2,1386.0,8500000.0,6132.7561327561325,1
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,32.92,2,1140.0,3292000.0,2887.719298245614,0
Built-up  Area,Ready To Move,Electronic City,1 RK,GMown E,550,1.0,1.0,27.0,1,550.0,2700000.0,4909.090909090909,1
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,3.0,83.0,2,1200.0,8300000.0,6916.666666666667,1
Super built-up  Area,Ready To Move,Belathur,2 BHK,,1081,2.0,1.0,39.0,2,1081.0,3900000.0,3607.7705827937093,1
Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2135,3.0,2.0,149.0,4,2135.0,14900000.0,6978.922716627635,1
Built-up  Area,18-Aug,Whitefield,4 Bedroom,M1riaa ,2500,4.0,0.0,100.0,4,2500.0,10000000.0,4000.0,0
Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,Stensg ,1178,2.0,1.0,80.0,2,1178.0,8000000.0,6791.171477079796,1
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Prsorhi,991,2.0,2.0,40.0,2,991.0,4000000.0,4036.326942482341,1
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Krryll ,1493,2.0,3.0,90.0,3,1493.0,9000000.0,6028.131279303416,1
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,2495,3.0,3.0,130.0,3,2495.0,13000000.0,5210.420841683367,1
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,,1080,2.0,1.0,31.99,2,1080.0,3199000.0,2962.037037037037,1
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814,2.0,1.0,53.0,2,814.0,5300000.0,6511.056511056511,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,50.0,2,1025.0,5000000.0,4878.048780487805,1
Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,61.0,2,1115.0,6100000.0,5470.85201793722,0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Prwer S,3075,2.0,3.0,188.0,4,3075.0,18800000.0,6113.821138211382,1
Plot  Area,Ready To Move,RMC YARD,7 Bedroom,,1900,3.0,0.0,162.0,7,1900.0,16200000.0,8526.315789473685,1
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1760,3.0,2.0,160.0,3,1760.0,16000000.0,9090.90909090909,1
Super built-up  Area,Ready To Move,Attur Layout,7 BHK,,4000,8.0,1.0,150.0,7,4000.0,15000000.0,3750.0,1
Built-up  Area,Ready To Move,Marathahalli,4 Bedroom,Vemes H,3090,4.0,2.0,350.0,4,3090.0,35000000.0,11326.860841423948,1
Built-up  Area,Ready To Move,Varsova Layout,4 Bedroom,,2700,4.0,3.0,295.0,4,2700.0,29500000.0,10925.925925925925,1
Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,Saersel,1175,2.0,2.0,52.86,2,1175.0,5286000.0,4498.723404255319,1
Super built-up  Area,20-Dec,Hebbal,4 BHK,Cehosy ,4235,5.0,3.0,364.0,4,4235.0,36400000.0,8595.04132231405,0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SLontel,1100,2.0,2.0,45.0,2,1100.0,4500000.0,4090.909090909091,1
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1450,2.0,2.0,50.75,2,1450.0,5075000.0,3500.0,1
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,HMinebo,1810,3.0,3.0,131.0,3,1810.0,13100000.0,7237.5690607734805,1
Super built-up  Area,Ready To Move,Gunjur Palya,3 BHK,,1426,2.0,3.0,71.0,3,1426.0,7100000.0,4978.962131837307,1
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,2400,2.0,3.0,195.0,3,2400.0,19500000.0,8125.0,1
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Satle C,1100,2.0,1.0,70.0,2,1100.0,7000000.0,6363.636363636364,1
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,Srrlsnu,650,1.0,1.0,35.0,1,650.0,3500000.0,5384.615384615385,1
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,Shmes O,1350,3.0,2.0,47.25,3,1350.0,4725000.0,3500.0,0
Super built-up  Area,18-Dec,Kaikondrahalli,2 BHK,,900,2.0,1.0,27.0,2,900.0,2700000.0,3000.0,0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Epwnee ,1360,2.0,3.0,110.0,2,1360.0,11000000.0,8088.235294117647,1
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,674,1.0,1.0,36.85,1,674.0,3685000.0,5467.359050445104,1
Super built-up  Area,18-Jul,Whitefield,3 BHK,Prtates,1655,3.0,2.0,110.0,3,1655.0,11000000.0,6646.525679758308,0
Plot  Area,Ready To Move,Cholanayakanahalli,2 Bedroom,,1300,2.0,2.0,95.0,2,1300.0,9500000.0,7307.692307692308,1
Built-up  Area,19-Mar,"Panathur Road,",1 BHK,,936,1.0,0.0,53.0,1,936.0,5300000.0,5662.393162393162,0
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Kesomrn,1277,2.0,2.0,92.0,2,1277.0,9200000.0,7204.385277995301,1
Super built-up  Area,Ready To Move,Gkvk Layout,2 BHK,,1200,2.0,1.0,54.0,2,1200.0,5400000.0,4500.0,1
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,1015,2.0,1.0,39.08,2,1015.0,3908000.0,3850.246305418719,1
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,60.0,2,1153.0,6000000.0,5203.816131830009,1
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1035,2.0,1.0,51.5,2,1035.0,5150000.0,4975.84541062802,1
Built-up  Area,Ready To Move,KR Puram,5 BHK,Skdia A,3300,3.0,1.0,255.0,5,3300.0,25500000.0,7727.272727272727,1
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1150,2.0,1.0,46.0,2,1150.0,4600000.0,4000.0,1
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,1020,2.0,1.0,80.0,2,1020.0,8000000.0,7843.137254901961,1
Super built-up  Area,18-Jun,Old Madras Road,4 BHK,Brica E,3630 - 3800,6.0,0.0,212.5,4,3715.0,21250000.0,5720.053835800808,0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,URncysi,1160,2.0,1.0,95.0,2,1160.0,9500000.0,8189.6551724137935,1
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,31.0,3,1075.0,3100000.0,2883.720930232558,1
Built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1225,2.0,2.0,72.0,2,1225.0,7200000.0,5877.551020408163,1
Plot  Area,Ready To Move,Benson Town,4 Bedroom,ImncyTa,5000,5.0,3.0,950.0,4,5000.0,95000000.0,19000.0,1
Plot  Area,Ready To Move,Vivek Nagar,2 Bedroom,,1600,2.0,1.0,160.0,2,1600.0,16000000.0,10000.0,1
Plot  Area,Ready To Move,Malleshwaram,2 Bedroom,,600,1.0,0.0,90.0,2,600.0,9000000.0,15000.0,1
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Sanorpa,1350,3.0,2.0,60.0,3,1350.0,6000000.0,4444.444444444444,1
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,PrarePa,1300,3.0,1.0,69.0,3,1300.0,6900000.0,5307.692307692308,0
Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,830,2.0,1.0,36.28,2,830.0,3628000.0,4371.084337349397,0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Maity W,1155,2.0,1.0,69.18,2,1155.0,6918000.000000001,5989.6103896103905,1
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,Sowerew,3126,5.0,3.0,345.0,4,3126.0,34500000.0,11036.468330134358,1
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,55.0,2,905.0,5500000.0,6077.348066298343,1
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,GontsAp,1375,2.0,0.0,75.0,3,1375.0,7500000.0,5454.545454545455,1
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1140,2.0,2.0,33.84,2,1140.0,3384000.0000000005,2968.421052631579,0
Super built-up  Area,Ready To Move,Hormavu,3 BHK,,1550,2.0,2.0,60.0,3,1550.0,6000000.0,3870.967741935484,1
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,55.0,2,957.0,5500000.0,5747.126436781609,1
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,890,2.0,2.0,45.0,2,890.0,4500000.0,5056.179775280899,1
Super built-up  Area,Ready To Move,KR Puram,4 BHK,Thessmm,3000,4.0,2.0,235.0,4,3000.0,23500000.0,7833.333333333333,1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,55.0,2,1070.0,5500000.0,5140.186915887851,1
Plot  Area,Ready To Move,Bendiganahalli,5 Bedroom,Brersld,2400,5.0,1.0,150.0,5,2400.0,15000000.0,6250.0,1
Plot  Area,Ready To Move,Domlur Layout,4 Bedroom,,2400,4.0,2.0,595.0,4,2400.0,59500000.0,24791.666666666668,1
